var_type,var_name,order,factory,value,binary_value
x,x[1],1,,1.0,1
x,x[2],2,,1.0,1
x,x[3],3,,-0.0,0
x,x[4],4,,0.0,0
x,x[5],5,,-0.0,0
x,x[6],6,,1.0,1
x,x[7],7,,1.0,1
x,x[8],8,,-0.0,0
x,x[9],9,,1.0,1
x,x[10],10,,1.0,1
x,x[11],11,,1.0,1
x,x[12],12,,0.0,0
x,x[13],13,,1.0,1
x,x[14],14,,0.0,0
x,x[15],15,,-0.0,0
x,x[16],16,,1.0,1
x,x[17],17,,-0.0,0
x,x[18],18,,1.0,1
x,x[19],19,,1.0,1
x,x[20],20,,1.0,1
x,x[21],21,,1.0,1
x,x[22],22,,1.0,1
x,x[23],23,,1.0,1
x,x[24],24,,1.0,1
x,x[25],25,,1.0,1
x,x[26],26,,1.000000000000004,1
x,x[27],27,,0.0,0
x,x[28],28,,1.0,1
x,x[29],29,,1.0,1
x,x[30],30,,1.0,1
x,x[31],31,,1.0,1
x,x[32],32,,0.0,0
x,x[33],33,,1.0,1
x,x[34],34,,-0.0,0
x,x[35],35,,1.0,1
x,x[36],36,,1.0,1
x,x[37],37,,1.0,1
x,x[38],38,,1.0,1
x,x[39],39,,1.0,1
x,x[40],40,,1.0,1
x,x[41],41,,1.0,1
x,x[42],42,,1.0,1
x,x[43],43,,1.0,1
x,x[44],44,,1.0,1
x,x[45],45,,0.0,0
x,x[46],46,,1.0,1
x,x[47],47,,1.0,1
x,x[48],48,,1.0,1
x,x[49],49,,1.0,1
x,x[50],50,,1.0,1
z,"z[1,1]",1,1,-0.0,0
z,"z[1,3]",1,3,-0.0,0
z,"z[1,5]",1,5,1.0,1
z,"z[2,1]",2,1,0.0,0
z,"z[2,2]",2,2,1.0,1
z,"z[2,3]",2,3,0.0,0
z,"z[3,1]",3,1,0.0,0
z,"z[3,2]",3,2,-0.0,0
z,"z[3,3]",3,3,0.0,0
z,"z[4,2]",4,2,-0.0,0
z,"z[4,3]",4,3,0.0,0
z,"z[4,4]",4,4,-0.0,0
z,"z[5,1]",5,1,0.0,0
z,"z[5,2]",5,2,0.0,0
z,"z[5,5]",5,5,-0.0,0
z,"z[6,1]",6,1,-0.0,0
z,"z[6,2]",6,2,-0.0,0
z,"z[6,3]",6,3,-0.0,0
z,"z[6,5]",6,5,1.0,1
z,"z[7,1]",7,1,1.0,1
z,"z[7,3]",7,3,-0.0,0
z,"z[8,5]",8,5,-0.0,0
z,"z[9,1]",9,1,0.0,0
z,"z[9,2]",9,2,-0.0,0
z,"z[9,3]",9,3,0.0,0
z,"z[9,4]",9,4,-0.0,0
z,"z[9,5]",9,5,1.0,1
z,"z[10,1]",10,1,0.0,0
z,"z[10,3]",10,3,0.0,0
z,"z[10,4]",10,4,1.0,1
z,"z[11,2]",11,2,-0.0,0
z,"z[11,5]",11,5,1.0,1
z,"z[12,1]",12,1,0.0,0
z,"z[12,2]",12,2,-0.0,0
z,"z[12,3]",12,3,-0.0,0
z,"z[13,1]",13,1,0.0,0
z,"z[13,2]",13,2,-0.0,0
z,"z[13,5]",13,5,1.0,1
z,"z[14,2]",14,2,-0.0,0
z,"z[14,4]",14,4,-0.0,0
z,"z[14,5]",14,5,-0.0,0
z,"z[15,1]",15,1,0.0,0
z,"z[15,2]",15,2,-0.0,0
z,"z[15,3]",15,3,0.0,0
z,"z[15,5]",15,5,0.0,0
z,"z[16,1]",16,1,0.0,0
z,"z[16,5]",16,5,1.0,1
z,"z[17,2]",17,2,-0.0,0
z,"z[17,3]",17,3,-0.0,0
z,"z[17,4]",17,4,-0.0,0
z,"z[17,5]",17,5,0.0,0
z,"z[18,4]",18,4,1.0,1
z,"z[19,3]",19,3,1.0,1
z,"z[20,1]",20,1,0.0,0
z,"z[20,2]",20,2,-0.0,0
z,"z[20,3]",20,3,0.0,0
z,"z[20,4]",20,4,1.0,1
z,"z[21,1]",21,1,0.0,0
z,"z[21,2]",21,2,1.0,1
